	sub_rate	variable	value	set
5536	1	791	0.842	"MinTEs Reduced
Templates (RTs) on
the training set"
5537	Dynamic SR	792	0.8537	"MinTEs Reduced
Templates (RTs) on
the training set"
5538	0.05	792	0.8464	"MinTEs Reduced
Templates (RTs) on
the training set"
5539	0.15	792	0.8373	"MinTEs Reduced
Templates (RTs) on
the training set"
5540	0.25	792	0.834	"MinTEs Reduced
Templates (RTs) on
the training set"
5541	0.5	792	0.8309	"MinTEs Reduced
Templates (RTs) on
the training set"
5542	0.75	792	0.823	"MinTEs Reduced
Templates (RTs) on
the training set"
5543	1	792	0.8171	"MinTEs Reduced
Templates (RTs) on
the training set"
5544	Dynamic SR	793	0.8676	"MinTEs Reduced
Templates (RTs) on
the training set"
5545	0.05	793	0.8405	"MinTEs Reduced
Templates (RTs) on
the training set"
5546	0.15	793	0.8356	"MinTEs Reduced
Templates (RTs) on
the training set"
5547	0.25	793	0.836	"MinTEs Reduced
Templates (RTs) on
the training set"
5548	0.5	793	0.8152	"MinTEs Reduced
Templates (RTs) on
the training set"
5549	0.75	793	0.833	"MinTEs Reduced
Templates (RTs) on
the training set"
5550	1	793	0.8369	"MinTEs Reduced
Templates (RTs) on
the training set"
5551	Dynamic SR	794	0.8443	"MinTEs Reduced
Templates (RTs) on
the training set"
5552	0.05	794	0.8534	"MinTEs Reduced
Templates (RTs) on
the training set"
5553	0.15	794	0.8284	"MinTEs Reduced
Templates (RTs) on
the training set"
5554	0.25	794	0.8372	"MinTEs Reduced
Templates (RTs) on
the training set"
5555	0.5	794	0.8275	"MinTEs Reduced
Templates (RTs) on
the training set"
5556	0.75	794	0.826	"MinTEs Reduced
Templates (RTs) on
the training set"
5557	1	794	0.8297	"MinTEs Reduced
Templates (RTs) on
the training set"
5558	Dynamic SR	795	0.8557	"MinTEs Reduced
Templates (RTs) on
the training set"
5559	0.05	795	0.8409	"MinTEs Reduced
Templates (RTs) on
the training set"
5560	0.15	795	0.8132	"MinTEs Reduced
Templates (RTs) on
the training set"
5561	0.25	795	0.8249	"MinTEs Reduced
Templates (RTs) on
the training set"
5562	0.5	795	0.8121	"MinTEs Reduced
Templates (RTs) on
the training set"
5563	0.75	795	0.8386	"MinTEs Reduced
Templates (RTs) on
the training set"
5564	1	795	0.8263	"MinTEs Reduced
Templates (RTs) on
the training set"
5565	Dynamic SR	796	0.8476	"MinTEs Reduced
Templates (RTs) on
the training set"
5566	0.05	796	0.8313	"MinTEs Reduced
Templates (RTs) on
the training set"
5567	0.15	796	0.8456	"MinTEs Reduced
Templates (RTs) on
the training set"
5568	0.25	796	0.8248	"MinTEs Reduced
Templates (RTs) on
the training set"
5569	0.5	796	0.822	"MinTEs Reduced
Templates (RTs) on
the training set"
5570	0.75	796	0.8101	"MinTEs Reduced
Templates (RTs) on
the training set"
5571	1	796	0.8243	"MinTEs Reduced
Templates (RTs) on
the training set"
5572	Dynamic SR	797	0.8521	"MinTEs Reduced
Templates (RTs) on
the training set"
5573	0.05	797	0.8412	"MinTEs Reduced
Templates (RTs) on
the training set"
5574	0.15	797	0.829	"MinTEs Reduced
Templates (RTs) on
the training set"
5575	0.25	797	0.8304	"MinTEs Reduced
Templates (RTs) on
the training set"
5576	0.5	797	0.824	"MinTEs Reduced
Templates (RTs) on
the training set"
5577	0.75	797	0.8352	"MinTEs Reduced
Templates (RTs) on
the training set"
5578	1	797	0.8226	"MinTEs Reduced
Templates (RTs) on
the training set"
5579	Dynamic SR	798	0.8587	"MinTEs Reduced
Templates (RTs) on
the training set"
5580	0.05	798	0.8524	"MinTEs Reduced
Templates (RTs) on
the training set"
5581	0.15	798	0.8196	"MinTEs Reduced
Templates (RTs) on
the training set"
5582	0.25	798	0.8448	"MinTEs Reduced
Templates (RTs) on
the training set"
5583	0.5	798	0.8232	"MinTEs Reduced
Templates (RTs) on
the training set"
5584	0.75	798	0.8249	"MinTEs Reduced
Templates (RTs) on
the training set"
5585	1	798	0.8191	"MinTEs Reduced
Templates (RTs) on
the training set"
5586	Dynamic SR	799	0.8748	"MinTEs Reduced
Templates (RTs) on
the training set"
5587	0.05	799	0.8381	"MinTEs Reduced
Templates (RTs) on
the training set"
5588	0.15	799	0.8559	"MinTEs Reduced
Templates (RTs) on
the training set"
5589	0.25	799	0.845	"MinTEs Reduced
Templates (RTs) on
the training set"
5590	0.5	799	0.8253	"MinTEs Reduced
Templates (RTs) on
the training set"
5591	0.75	799	0.8233	"MinTEs Reduced
Templates (RTs) on
the training set"
5592	1	799	0.839	"MinTEs Reduced
Templates (RTs) on
the training set"
5593	Dynamic SR	800	0.8625	"MinTEs Reduced
Templates (RTs) on
the training set"
5594	0.05	800	0.8601	"MinTEs Reduced
Templates (RTs) on
the training set"
5595	0.15	800	0.8274	"MinTEs Reduced
Templates (RTs) on
the training set"
5596	0.25	800	0.8313	"MinTEs Reduced
Templates (RTs) on
the training set"
5597	0.5	800	0.8421	"MinTEs Reduced
Templates (RTs) on
the training set"
5598	0.75	800	0.8249	"MinTEs Reduced
Templates (RTs) on
the training set"
5599	1	800	0.8196	"MinTEs Reduced
Templates (RTs) on
the training set"
5600	Dynamic SR	801	0.8506	"MinTEs Reduced
Templates (RTs) on
the training set"
5601	0.05	801	0.8528	"MinTEs Reduced
Templates (RTs) on
the training set"
5602	0.15	801	0.8398	"MinTEs Reduced
Templates (RTs) on
the training set"
5603	0.25	801	0.847	"MinTEs Reduced
Templates (RTs) on
the training set"
5604	0.5	801	0.8384	"MinTEs Reduced
Templates (RTs) on
the training set"
5605	0.75	801	0.8554	"MinTEs Reduced
Templates (RTs) on
the training set"
5606	1	801	0.8173	"MinTEs Reduced
Templates (RTs) on
the training set"
5607	Dynamic SR	802	0.8477	"MinTEs Reduced
Templates (RTs) on
the training set"
5608	0.05	802	0.8556	"MinTEs Reduced
Templates (RTs) on
the training set"
5609	0.15	802	0.8521	"MinTEs Reduced
Templates (RTs) on
the training set"
5610	0.25	802	0.8385	"MinTEs Reduced
Templates (RTs) on
the training set"
5611	0.5	802	0.8511	"MinTEs Reduced
Templates (RTs) on
the training set"
5612	0.75	802	0.8359	"MinTEs Reduced
Templates (RTs) on
the training set"
5613	1	802	0.8206	"MinTEs Reduced
Templates (RTs) on
the training set"
5614	Dynamic SR	803	0.8548	"MinTEs Reduced
Templates (RTs) on
the training set"
5615	0.05	803	0.8205	"MinTEs Reduced
Templates (RTs) on
the training set"
5616	0.15	803	0.8247	"MinTEs Reduced
Templates (RTs) on
the training set"
5617	0.25	803	0.8208	"MinTEs Reduced
Templates (RTs) on
the training set"
5618	0.5	803	0.8108	"MinTEs Reduced
Templates (RTs) on
the training set"
5619	0.75	803	0.8408	"MinTEs Reduced
Templates (RTs) on
the training set"
5620	1	803	0.8287	"MinTEs Reduced
Templates (RTs) on
the training set"
5621	Dynamic SR	804	0.8631	"MinTEs Reduced
Templates (RTs) on
the training set"
5622	0.05	804	0.8574	"MinTEs Reduced
Templates (RTs) on
the training set"
5623	0.15	804	0.8301	"MinTEs Reduced
Templates (RTs) on
the training set"
5624	0.25	804	0.8334	"MinTEs Reduced
Templates (RTs) on
the training set"
5625	0.5	804	0.8279	"MinTEs Reduced
Templates (RTs) on
the training set"
5626	0.75	804	0.8291	"MinTEs Reduced
Templates (RTs) on
the training set"
5627	1	804	0.8291	"MinTEs Reduced
Templates (RTs) on
the training set"
5628	Dynamic SR	805	0.8326	"MinTEs Reduced
Templates (RTs) on
the training set"
5629	0.05	805	0.8363	"MinTEs Reduced
Templates (RTs) on
the training set"
5630	0.15	805	0.8397	"MinTEs Reduced
Templates (RTs) on
the training set"
5631	0.25	805	0.8174	"MinTEs Reduced
Templates (RTs) on
the training set"
5632	0.5	805	0.8215	"MinTEs Reduced
Templates (RTs) on
the training set"
5633	0.75	805	0.8244	"MinTEs Reduced
Templates (RTs) on
the training set"
5634	1	805	0.8158	"MinTEs Reduced
Templates (RTs) on
the training set"
5635	Dynamic SR	806	0.8464	"MinTEs Reduced
Templates (RTs) on
the training set"
5636	0.05	806	0.8562	"MinTEs Reduced
Templates (RTs) on
the training set"
5637	0.15	806	0.8391	"MinTEs Reduced
Templates (RTs) on
the training set"
5638	0.25	806	0.8327	"MinTEs Reduced
Templates (RTs) on
the training set"
5639	0.5	806	0.8431	"MinTEs Reduced
Templates (RTs) on
the training set"
5640	0.75	806	0.8333	"MinTEs Reduced
Templates (RTs) on
the training set"
5641	1	806	0.8153	"MinTEs Reduced
Templates (RTs) on
the training set"
5642	Dynamic SR	807	0.8437	"MinTEs Reduced
Templates (RTs) on
the training set"
5643	0.05	807	0.8144	"MinTEs Reduced
Templates (RTs) on
the training set"
5644	0.15	807	0.8103	"MinTEs Reduced
Templates (RTs) on
the training set"
5645	0.25	807	0.825	"MinTEs Reduced
Templates (RTs) on
the training set"
5646	0.5	807	0.8297	"MinTEs Reduced
Templates (RTs) on
the training set"
5647	0.75	807	0.8338	"MinTEs Reduced
Templates (RTs) on
the training set"
5648	1	807	0.8235	"MinTEs Reduced
Templates (RTs) on
the training set"
5649	Dynamic SR	808	0.8715	"MinTEs Reduced
Templates (RTs) on
the training set"
5650	0.05	808	0.8426	"MinTEs Reduced
Templates (RTs) on
the training set"
5651	0.15	808	0.8275	"MinTEs Reduced
Templates (RTs) on
the training set"
5652	0.25	808	0.8222	"MinTEs Reduced
Templates (RTs) on
the training set"
5653	0.5	808	0.8391	"MinTEs Reduced
Templates (RTs) on
the training set"
5654	0.75	808	0.8169	"MinTEs Reduced
Templates (RTs) on
the training set"
5655	1	808	0.8195	"MinTEs Reduced
Templates (RTs) on
the training set"
5656	Dynamic SR	809	0.8382	"MinTEs Reduced
Templates (RTs) on
the training set"
5657	0.05	809	0.8443	"MinTEs Reduced
Templates (RTs) on
the training set"
5658	0.15	809	0.8329	"MinTEs Reduced
Templates (RTs) on
the training set"
5659	0.25	809	0.8294	"MinTEs Reduced
Templates (RTs) on
the training set"
5660	0.5	809	0.8226	"MinTEs Reduced
Templates (RTs) on
the training set"
5661	0.75	809	0.8117	"MinTEs Reduced
Templates (RTs) on
the training set"
5662	1	809	0.8167	"MinTEs Reduced
Templates (RTs) on
the training set"
5663	Dynamic SR	810	0.8524	"MinTEs Reduced
Templates (RTs) on
the training set"
5664	0.05	810	0.8594	"MinTEs Reduced
Templates (RTs) on
the training set"
5665	0.15	810	0.8128	"MinTEs Reduced
Templates (RTs) on
the training set"
5666	0.25	810	0.8386	"MinTEs Reduced
Templates (RTs) on
the training set"
5667	0.5	810	0.8242	"MinTEs Reduced
Templates (RTs) on
the training set"
5668	0.75	810	0.8402	"MinTEs Reduced
Templates (RTs) on
the training set"
5669	1	810	0.8175	"MinTEs Reduced
Templates (RTs) on
the training set"
5670	Dynamic SR	811	0.8671	"MinTEs Reduced
Templates (RTs) on
the training set"
5671	0.05	811	0.8587	"MinTEs Reduced
Templates (RTs) on
the training set"
5672	0.15	811	0.8347	"MinTEs Reduced
Templates (RTs) on
the training set"
5673	0.25	811	0.8087	"MinTEs Reduced
Templates (RTs) on
the training set"
5674	0.5	811	0.8087	"MinTEs Reduced
Templates (RTs) on
the training set"
5675	0.75	811	0.8087	"MinTEs Reduced
Templates (RTs) on
the training set"
5676	1	811	0.8413	"MinTEs Reduced
Templates (RTs) on
the training set"
5677	Dynamic SR	812	0.8505	"MinTEs Reduced
Templates (RTs) on
the training set"
5678	0.05	812	0.8465	"MinTEs Reduced
Templates (RTs) on
the training set"
5679	0.15	812	0.8519	"MinTEs Reduced
Templates (RTs) on
the training set"
5680	0.25	812	0.8182	"MinTEs Reduced
Templates (RTs) on
the training set"
5681	0.5	812	0.8277	"MinTEs Reduced
Templates (RTs) on
the training set"
5682	0.75	812	0.8358	"MinTEs Reduced
Templates (RTs) on
the training set"
5683	1	812	0.8184	"MinTEs Reduced
Templates (RTs) on
the training set"
5684	Dynamic SR	813	0.8658	"MinTEs Reduced
Templates (RTs) on
the training set"
5685	0.05	813	0.8475	"MinTEs Reduced
Templates (RTs) on
the training set"
5686	0.15	813	0.8316	"MinTEs Reduced
Templates (RTs) on
the training set"
5687	0.25	813	0.8438	"MinTEs Reduced
Templates (RTs) on
the training set"
5688	0.5	813	0.831	"MinTEs Reduced
Templates (RTs) on
the training set"
5689	0.75	813	0.8268	"MinTEs Reduced
Templates (RTs) on
the training set"
5690	1	813	0.8254	"MinTEs Reduced
Templates (RTs) on
the training set"
5691	Dynamic SR	814	0.8598	"MinTEs Reduced
Templates (RTs) on
the training set"
5692	0.05	814	0.8466	"MinTEs Reduced
Templates (RTs) on
the training set"
5693	0.15	814	0.8222	"MinTEs Reduced
Templates (RTs) on
the training set"
5694	0.25	814	0.8163	"MinTEs Reduced
Templates (RTs) on
the training set"
5695	0.5	814	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
5696	0.75	814	0.8337	"MinTEs Reduced
Templates (RTs) on
the training set"
5697	1	814	0.8434	"MinTEs Reduced
Templates (RTs) on
the training set"
5698	Dynamic SR	815	0.8528	"MinTEs Reduced
Templates (RTs) on
the training set"
5699	0.05	815	0.8466	"MinTEs Reduced
Templates (RTs) on
the training set"
5700	0.15	815	0.8449	"MinTEs Reduced
Templates (RTs) on
the training set"
5701	0.25	815	0.8324	"MinTEs Reduced
Templates (RTs) on
the training set"
5702	0.5	815	0.8229	"MinTEs Reduced
Templates (RTs) on
the training set"
5703	0.75	815	0.8287	"MinTEs Reduced
Templates (RTs) on
the training set"
5704	1	815	0.8285	"MinTEs Reduced
Templates (RTs) on
the training set"
5705	Dynamic SR	816	0.8629	"MinTEs Reduced
Templates (RTs) on
the training set"
5706	0.05	816	0.8437	"MinTEs Reduced
Templates (RTs) on
the training set"
5707	0.15	816	0.8318	"MinTEs Reduced
Templates (RTs) on
the training set"
5708	0.25	816	0.813	"MinTEs Reduced
Templates (RTs) on
the training set"
5709	0.5	816	0.8419	"MinTEs Reduced
Templates (RTs) on
the training set"
5710	0.75	816	0.8243	"MinTEs Reduced
Templates (RTs) on
the training set"
5711	1	816	0.8361	"MinTEs Reduced
Templates (RTs) on
the training set"
5712	Dynamic SR	817	0.8593	"MinTEs Reduced
Templates (RTs) on
the training set"
5713	0.05	817	0.7963	"MinTEs Reduced
Templates (RTs) on
the training set"
5714	0.15	817	0.8326	"MinTEs Reduced
Templates (RTs) on
the training set"
5715	0.25	817	0.8265	"MinTEs Reduced
Templates (RTs) on
the training set"
5716	0.5	817	0.8291	"MinTEs Reduced
Templates (RTs) on
the training set"
5717	0.75	817	0.8239	"MinTEs Reduced
Templates (RTs) on
the training set"
5718	1	817	0.8348	"MinTEs Reduced
Templates (RTs) on
the training set"
5719	Dynamic SR	818	0.8481	"MinTEs Reduced
Templates (RTs) on
the training set"
5720	0.05	818	0.8435	"MinTEs Reduced
Templates (RTs) on
the training set"
5721	0.15	818	0.8408	"MinTEs Reduced
Templates (RTs) on
the training set"
5722	0.25	818	0.8378	"MinTEs Reduced
Templates (RTs) on
the training set"
5723	0.5	818	0.8369	"MinTEs Reduced
Templates (RTs) on
the training set"
5724	0.75	818	0.8454	"MinTEs Reduced
Templates (RTs) on
the training set"
5725	1	818	0.8335	"MinTEs Reduced
Templates (RTs) on
the training set"
5726	Dynamic SR	819	0.8534	"MinTEs Reduced
Templates (RTs) on
the training set"
5727	0.05	819	0.8475	"MinTEs Reduced
Templates (RTs) on
the training set"
5728	0.15	819	0.8228	"MinTEs Reduced
Templates (RTs) on
the training set"
5729	0.25	819	0.8215	"MinTEs Reduced
Templates (RTs) on
the training set"
5730	0.5	819	0.8406	"MinTEs Reduced
Templates (RTs) on
the training set"
5731	0.75	819	0.84	"MinTEs Reduced
Templates (RTs) on
the training set"
5732	1	819	0.8162	"MinTEs Reduced
Templates (RTs) on
the training set"
5733	Dynamic SR	820	0.8419	"MinTEs Reduced
Templates (RTs) on
the training set"
5734	0.05	820	0.8501	"MinTEs Reduced
Templates (RTs) on
the training set"
5735	0.15	820	0.8429	"MinTEs Reduced
Templates (RTs) on
the training set"
5736	0.25	820	0.8439	"MinTEs Reduced
Templates (RTs) on
the training set"
5737	0.5	820	0.8282	"MinTEs Reduced
Templates (RTs) on
the training set"
5738	0.75	820	0.8215	"MinTEs Reduced
Templates (RTs) on
the training set"
5739	1	820	0.8334	"MinTEs Reduced
Templates (RTs) on
the training set"
5740	Dynamic SR	821	0.8465	"MinTEs Reduced
Templates (RTs) on
the training set"
5741	0.05	821	0.859	"MinTEs Reduced
Templates (RTs) on
the training set"
5742	0.15	821	0.8153	"MinTEs Reduced
Templates (RTs) on
the training set"
5743	0.25	821	0.8485	"MinTEs Reduced
Templates (RTs) on
the training set"
5744	0.5	821	0.8313	"MinTEs Reduced
Templates (RTs) on
the training set"
5745	0.75	821	0.8321	"MinTEs Reduced
Templates (RTs) on
the training set"
5746	1	821	0.8217	"MinTEs Reduced
Templates (RTs) on
the training set"
5747	Dynamic SR	822	0.8381	"MinTEs Reduced
Templates (RTs) on
the training set"
5748	0.05	822	0.8347	"MinTEs Reduced
Templates (RTs) on
the training set"
5749	0.15	822	0.8422	"MinTEs Reduced
Templates (RTs) on
the training set"
5750	0.25	822	0.8379	"MinTEs Reduced
Templates (RTs) on
the training set"
5751	0.5	822	0.8423	"MinTEs Reduced
Templates (RTs) on
the training set"
5752	0.75	822	0.8293	"MinTEs Reduced
Templates (RTs) on
the training set"
5753	1	822	0.8349	"MinTEs Reduced
Templates (RTs) on
the training set"
5754	Dynamic SR	823	0.8699	"MinTEs Reduced
Templates (RTs) on
the training set"
5755	0.05	823	0.8255	"MinTEs Reduced
Templates (RTs) on
the training set"
5756	0.15	823	0.8284	"MinTEs Reduced
Templates (RTs) on
the training set"
5757	0.25	823	0.8149	"MinTEs Reduced
Templates (RTs) on
the training set"
5758	0.5	823	0.8594	"MinTEs Reduced
Templates (RTs) on
the training set"
5759	0.75	823	0.822	"MinTEs Reduced
Templates (RTs) on
the training set"
5760	1	823	0.829	"MinTEs Reduced
Templates (RTs) on
the training set"
5761	Dynamic SR	824	0.8546	"MinTEs Reduced
Templates (RTs) on
the training set"
5762	0.05	824	0.8257	"MinTEs Reduced
Templates (RTs) on
the training set"
5763	0.15	824	0.8021	"MinTEs Reduced
Templates (RTs) on
the training set"
5764	0.25	824	0.8348	"MinTEs Reduced
Templates (RTs) on
the training set"
5765	0.5	824	0.8446	"MinTEs Reduced
Templates (RTs) on
the training set"
5766	0.75	824	0.8108	"MinTEs Reduced
Templates (RTs) on
the training set"
5767	1	824	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
5768	Dynamic SR	825	0.856	"MinTEs Reduced
Templates (RTs) on
the training set"
5769	0.05	825	0.8485	"MinTEs Reduced
Templates (RTs) on
the training set"
5770	0.15	825	0.8171	"MinTEs Reduced
Templates (RTs) on
the training set"
5771	0.25	825	0.8424	"MinTEs Reduced
Templates (RTs) on
the training set"
5772	0.5	825	0.8276	"MinTEs Reduced
Templates (RTs) on
the training set"
5773	0.75	825	0.8358	"MinTEs Reduced
Templates (RTs) on
the training set"
5774	1	825	0.8162	"MinTEs Reduced
Templates (RTs) on
the training set"
5775	Dynamic SR	826	0.854	"MinTEs Reduced
Templates (RTs) on
the training set"
5776	0.05	826	0.8348	"MinTEs Reduced
Templates (RTs) on
the training set"
5777	0.15	826	0.8355	"MinTEs Reduced
Templates (RTs) on
the training set"
5778	0.25	826	0.829	"MinTEs Reduced
Templates (RTs) on
the training set"
5779	0.5	826	0.8317	"MinTEs Reduced
Templates (RTs) on
the training set"
5780	0.75	826	0.837	"MinTEs Reduced
Templates (RTs) on
the training set"
5781	1	826	0.8358	"MinTEs Reduced
Templates (RTs) on
the training set"
5782	Dynamic SR	827	0.8571	"MinTEs Reduced
Templates (RTs) on
the training set"
5783	0.05	827	0.8464	"MinTEs Reduced
Templates (RTs) on
the training set"
5784	0.15	827	0.8356	"MinTEs Reduced
Templates (RTs) on
the training set"
5785	0.25	827	0.8313	"MinTEs Reduced
Templates (RTs) on
the training set"
5786	0.5	827	0.8407	"MinTEs Reduced
Templates (RTs) on
the training set"
5787	0.75	827	0.8235	"MinTEs Reduced
Templates (RTs) on
the training set"
5788	1	827	0.8444	"MinTEs Reduced
Templates (RTs) on
the training set"
5789	Dynamic SR	828	0.8557	"MinTEs Reduced
Templates (RTs) on
the training set"
5790	0.05	828	0.8351	"MinTEs Reduced
Templates (RTs) on
the training set"
5791	0.15	828	0.8189	"MinTEs Reduced
Templates (RTs) on
the training set"
5792	0.25	828	0.8269	"MinTEs Reduced
Templates (RTs) on
the training set"
5793	0.5	828	0.8323	"MinTEs Reduced
Templates (RTs) on
the training set"
5794	0.75	828	0.8482	"MinTEs Reduced
Templates (RTs) on
the training set"
